epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_K_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_K_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       538, 10350.599,     0.01,       0.00022864,       9.9979e-06,         0.022874,       0.0168,       0.0117,      0.00946,      0.00916,       0.0118,      0.00255,       0.00018741,       4.3972e-08,         0.018741,       0.0142,      0.00948,       0.0103,      0.00947,       0.0109,     0.000165
       539, 10369.775,     0.01,       0.00022117,       6.9446e-06,         0.022124,       0.0165,       0.0113,      0.00975,      0.00896,       0.0116,      0.00212,       0.00018673,        2.098e-08,         0.018673,       0.0142,      0.00945,       0.0103,      0.00944,       0.0108,     0.000116
       540, 10388.946,     0.01,       0.00023307,       8.8113e-06,         0.023316,       0.0171,       0.0117,      0.00965,      0.00916,       0.0119,      0.00239,       0.00018603,       3.4199e-08,         0.018603,       0.0142,      0.00945,       0.0102,      0.00943,       0.0108,     0.000147
       541, 10408.113,     0.01,       0.00021024,       7.2615e-06,         0.021031,       0.0157,       0.0111,      0.00972,      0.00894,       0.0114,      0.00217,       0.00018573,       4.0738e-08,         0.018573,       0.0142,      0.00944,       0.0103,       0.0094,       0.0108,     0.000161
       542, 10427.332,     0.01,       0.00022471,       1.6397e-05,         0.022487,       0.0169,       0.0115,      0.00932,      0.00889,       0.0116,      0.00326,       0.00018524,       2.1789e-08,         0.018524,       0.0141,      0.00943,       0.0103,      0.00938,       0.0108,     0.000119
       543, 10446.548,     0.01,       0.00025405,       1.0595e-05,         0.025415,       0.0179,       0.0125,      0.00952,      0.00949,       0.0124,      0.00262,       0.00018636,       1.8473e-08,         0.018636,       0.0142,      0.00944,       0.0103,      0.00942,       0.0108,     0.000112
       544, 10465.767,     0.01,       0.00023383,       1.0544e-05,         0.023393,       0.0173,       0.0119,      0.00933,       0.0089,       0.0119,      0.00262,       0.00018594,       4.1512e-08,         0.018594,       0.0142,      0.00944,       0.0103,      0.00943,       0.0108,     0.000166
       545, 10484.939,     0.01,       0.00020447,       8.6655e-06,         0.020456,       0.0159,       0.0109,      0.00913,      0.00879,       0.0112,      0.00237,       0.00018565,       5.2716e-08,         0.018565,       0.0141,      0.00942,       0.0103,      0.00942,       0.0108,     0.000186
       546, 10504.093,     0.01,       0.00020943,       6.3825e-06,         0.020949,        0.016,       0.0109,      0.00931,      0.00905,       0.0113,      0.00204,       0.00018526,       2.7837e-08,         0.018526,       0.0141,      0.00942,       0.0103,      0.00942,       0.0108,     0.000135
       547, 10523.285,     0.01,       0.00022382,       9.1238e-06,         0.022391,       0.0167,       0.0115,      0.00935,      0.00903,       0.0116,      0.00243,       0.00018455,       3.2111e-08,         0.018455,       0.0141,       0.0094,       0.0102,      0.00939,       0.0108,     0.000143
       548, 10542.471,     0.01,       0.00021652,       1.6385e-05,         0.021668,       0.0165,       0.0115,      0.00911,      0.00863,       0.0114,      0.00326,       0.00018421,       2.0275e-08,         0.018421,       0.0141,      0.00939,       0.0102,       0.0094,       0.0108,     0.000112
       549, 10561.649,     0.01,       0.00023429,       7.7131e-06,         0.023436,       0.0174,       0.0122,      0.00928,      0.00851,       0.0118,      0.00224,       0.00018478,       7.6891e-08,         0.018478,       0.0141,      0.00941,       0.0102,      0.00942,       0.0108,     0.000221
       550, 10580.888,     0.01,       0.00022022,       9.3258e-06,         0.022032,       0.0165,       0.0114,      0.00929,      0.00908,       0.0116,      0.00246,       0.00018472,       3.8017e-08,         0.018472,       0.0141,      0.00939,       0.0102,      0.00943,       0.0108,     0.000156
       551, 10600.111,     0.01,       0.00023035,       1.0468e-05,         0.023045,        0.017,       0.0118,       0.0095,      0.00894,       0.0118,      0.00261,       0.00018454,        2.832e-08,         0.018454,       0.0141,      0.00938,       0.0103,       0.0094,       0.0108,     0.000136
       552, 10619.288,     0.01,       0.00022304,       1.0182e-05,         0.022315,       0.0166,       0.0115,      0.00932,      0.00916,       0.0116,      0.00257,       0.00018429,       4.1192e-08,         0.018429,       0.0141,      0.00938,       0.0102,      0.00942,       0.0108,     0.000162
       553, 10638.465,     0.01,       0.00021936,        1.237e-05,         0.021948,       0.0167,       0.0114,      0.00916,      0.00883,       0.0115,      0.00284,       0.00018419,       2.1417e-08,         0.018419,       0.0141,      0.00938,       0.0102,       0.0094,       0.0108,     0.000119
       554, 10657.659,     0.01,       0.00023141,       4.8475e-06,         0.023146,       0.0171,       0.0119,      0.00935,      0.00887,       0.0118,      0.00178,       0.00018387,       2.8679e-08,         0.018387,       0.0141,      0.00938,       0.0102,      0.00939,       0.0108,     0.000137
       555, 10676.896,     0.01,       0.00021798,       7.8991e-06,         0.021806,       0.0166,       0.0112,      0.00933,      0.00868,       0.0115,      0.00227,       0.00018391,       3.4873e-08,         0.018391,       0.0141,      0.00937,       0.0102,      0.00943,       0.0108,     0.000149
       556, 10696.133,     0.01,       0.00025213,       1.1222e-05,         0.025224,       0.0181,       0.0124,      0.00962,      0.00895,       0.0123,       0.0027,       0.00018429,       2.5734e-08,         0.018429,       0.0141,      0.00939,       0.0102,      0.00944,       0.0108,     0.000128
       557, 10715.359,     0.01,       0.00021029,       8.4928e-06,         0.021038,       0.0161,       0.0111,      0.00931,      0.00878,       0.0113,      0.00235,        0.0001837,       2.1734e-08,          0.01837,       0.0141,      0.00937,       0.0102,       0.0094,       0.0108,     0.000117
       558, 10734.562,     0.01,       0.00020906,       7.8173e-06,         0.020913,        0.016,       0.0109,      0.00959,      0.00864,       0.0113,      0.00225,       0.00018323,       2.1393e-08,         0.018323,       0.0141,      0.00936,       0.0102,      0.00938,       0.0107,     0.000118
       559, 10753.757,     0.01,          0.00022,       1.1863e-05,         0.022012,       0.0166,       0.0114,      0.00916,      0.00906,       0.0116,      0.00278,       0.00018313,       1.9361e-08,         0.018313,        0.014,      0.00936,       0.0102,      0.00939,       0.0107,     0.000112
       560, 10772.939,     0.01,       0.00021461,       8.6879e-06,          0.02147,       0.0164,       0.0113,      0.00916,      0.00874,       0.0114,      0.00237,         0.000183,       9.8924e-08,           0.0183,        0.014,      0.00935,       0.0102,      0.00937,       0.0107,     0.000255
       561, 10792.151,     0.01,        0.0002231,       1.1022e-05,         0.022321,       0.0166,       0.0114,      0.00941,       0.0091,       0.0116,      0.00267,       0.00018301,       1.9458e-08,         0.018301,        0.014,      0.00935,       0.0102,      0.00936,       0.0107,     0.000112
       562, 10811.388,     0.01,       0.00025197,        1.372e-05,         0.025211,       0.0176,       0.0123,      0.00971,      0.00993,       0.0124,      0.00299,       0.00018367,       1.9151e-08,         0.018367,       0.0141,      0.00936,       0.0102,      0.00937,       0.0108,     0.000112
       563, 10830.598,     0.01,       0.00024673,       9.6754e-06,         0.024683,       0.0178,       0.0124,      0.00939,      0.00897,       0.0121,      0.00251,       0.00018374,       4.0795e-08,         0.018374,       0.0141,      0.00937,       0.0102,      0.00937,       0.0108,     0.000164
       564, 10849.815,     0.01,       0.00020891,       1.0996e-05,         0.020902,       0.0162,       0.0112,        0.009,      0.00848,       0.0112,      0.00267,       0.00018299,       2.0889e-08,         0.018299,        0.014,      0.00935,       0.0102,      0.00934,       0.0107,     0.000118
       565, 10868.995,     0.01,       0.00019497,       8.3193e-06,         0.019505,       0.0153,       0.0104,       0.0091,      0.00903,        0.011,      0.00232,       0.00018276,       2.0999e-08,         0.018276,        0.014,      0.00933,       0.0102,      0.00935,       0.0107,     0.000117
       566, 10888.169,     0.01,       0.00022483,       5.8758e-06,         0.022489,        0.017,       0.0116,      0.00906,      0.00888,       0.0116,      0.00195,       0.00018228,       2.0924e-08,         0.018228,        0.014,      0.00932,       0.0102,      0.00934,       0.0107,     0.000118
       567, 10907.412,     0.01,       0.00020232,       8.4886e-06,          0.02024,       0.0159,       0.0108,       0.0091,      0.00858,       0.0111,      0.00235,       0.00018167,       2.3704e-08,         0.018167,        0.014,      0.00931,       0.0102,      0.00931,       0.0107,     0.000121
       568, 10926.631,     0.01,       0.00021445,       8.1154e-06,         0.021454,       0.0164,       0.0112,      0.00919,      0.00883,       0.0114,      0.00229,        0.0001816,       3.7266e-08,          0.01816,        0.014,      0.00931,       0.0101,      0.00934,       0.0107,     0.000155
       569, 10945.869,     0.01,        0.0002254,       1.0473e-05,         0.022551,       0.0169,       0.0115,      0.00925,      0.00895,       0.0117,      0.00261,       0.00018114,       2.3653e-08,         0.018114,        0.014,      0.00931,       0.0101,      0.00929,       0.0107,     0.000122
       570, 10965.047,     0.01,       0.00023873,       6.2009e-06,          0.02388,       0.0173,       0.0121,      0.00969,       0.0088,        0.012,      0.00201,       0.00018173,       2.0752e-08,         0.018173,        0.014,      0.00931,       0.0102,      0.00933,       0.0107,     0.000116
       571, 10984.218,     0.01,       0.00021229,       1.0347e-05,         0.021239,        0.016,        0.011,      0.00939,       0.0092,       0.0114,      0.00259,       0.00018179,       7.2615e-08,         0.018179,        0.014,      0.00931,       0.0102,      0.00932,       0.0107,     0.000215
       572, 11003.461,     0.01,       0.00021807,       1.2007e-05,         0.021819,       0.0165,       0.0113,      0.00937,      0.00896,       0.0115,      0.00279,       0.00018134,       2.7284e-08,         0.018134,        0.014,      0.00929,       0.0102,      0.00928,       0.0107,     0.000129
       573, 11022.631,     0.01,       0.00020522,       8.0741e-06,          0.02053,       0.0159,       0.0108,      0.00951,      0.00863,       0.0112,      0.00229,       0.00018087,       4.5206e-08,         0.018087,        0.014,      0.00929,       0.0101,      0.00929,       0.0107,     0.000173
       574, 11041.827,     0.01,       0.00022666,       1.6225e-05,         0.022682,       0.0168,       0.0118,      0.00929,      0.00904,       0.0117,      0.00325,       0.00018098,       2.3749e-08,         0.018098,        0.014,      0.00929,       0.0101,      0.00929,       0.0107,     0.000124
       575, 11061.059,     0.01,       0.00022358,       1.8121e-05,         0.022376,       0.0168,       0.0115,      0.00906,      0.00908,       0.0116,      0.00343,        0.0001808,       2.5921e-08,          0.01808,        0.014,      0.00929,       0.0101,      0.00929,       0.0107,     0.000129
       576, 11080.257,     0.01,       0.00022623,       6.7314e-06,          0.02263,        0.017,       0.0116,      0.00936,      0.00865,       0.0117,      0.00208,       0.00018075,       5.0488e-08,         0.018075,        0.014,      0.00928,       0.0101,       0.0093,       0.0107,     0.000181
       577, 11099.454,     0.01,       0.00023277,       9.1032e-06,         0.023286,       0.0172,       0.0118,      0.00934,      0.00899,       0.0118,      0.00243,       0.00018103,       5.6721e-08,         0.018103,        0.014,      0.00928,       0.0102,       0.0093,       0.0107,     0.000192
       578, 11118.631,     0.01,       0.00022321,       7.8665e-06,         0.022329,       0.0165,       0.0115,      0.00929,      0.00944,       0.0117,      0.00226,         0.000181,       2.1376e-08,           0.0181,        0.014,      0.00928,       0.0101,      0.00931,       0.0107,     0.000116
       579, 11138.040,     0.01,       0.00021371,       5.9724e-06,         0.021377,       0.0163,       0.0111,       0.0093,      0.00878,       0.0114,      0.00197,       0.00018009,        1.878e-08,         0.018009,        0.014,      0.00928,       0.0101,      0.00925,       0.0107,     0.000112
       580, 11157.260,     0.01,       0.00020284,       8.7707e-06,         0.020292,       0.0157,       0.0108,      0.00918,      0.00878,       0.0111,      0.00238,       0.00017998,       2.0937e-08,         0.017998,       0.0139,      0.00927,       0.0101,      0.00925,       0.0107,     0.000117
       581, 11176.508,     0.01,       0.00023277,       1.4729e-05,         0.023292,       0.0172,       0.0121,      0.00919,      0.00882,       0.0118,      0.00309,       0.00018004,       3.5068e-08,         0.018004,       0.0139,      0.00926,       0.0102,      0.00925,       0.0107,     0.000149
       582, 11195.679,     0.01,       0.00022331,       1.1529e-05,         0.022342,       0.0166,       0.0112,      0.00924,      0.00975,       0.0117,      0.00273,       0.00018049,       2.8464e-08,         0.018049,       0.0139,      0.00928,       0.0101,      0.00928,       0.0107,     0.000135
       583, 11214.895,     0.01,       0.00022338,       1.0349e-05,         0.022349,       0.0168,       0.0115,      0.00916,      0.00896,       0.0116,      0.00259,       0.00018027,       3.4734e-08,         0.018027,        0.014,      0.00927,       0.0101,      0.00926,       0.0107,     0.000153
       584, 11234.097,     0.01,       0.00019683,       1.1357e-05,         0.019694,       0.0156,       0.0108,      0.00885,      0.00858,        0.011,      0.00272,       0.00017937,       1.9783e-08,         0.017937,       0.0139,      0.00925,       0.0101,      0.00923,       0.0106,     0.000111
       585, 11253.307,     0.01,       0.00022693,       9.1679e-06,         0.022702,       0.0166,       0.0116,      0.00956,      0.00943,       0.0118,      0.00244,       0.00017921,       2.2653e-08,         0.017921,       0.0139,      0.00925,       0.0101,      0.00924,       0.0106,     0.000118
       586, 11272.493,     0.01,       0.00021989,        1.196e-05,         0.022001,       0.0168,       0.0114,       0.0092,      0.00858,       0.0115,      0.00278,       0.00017884,       5.2072e-08,         0.017884,       0.0139,      0.00925,       0.0101,      0.00922,       0.0106,     0.000181
       587, 11291.746,     0.01,       0.00021298,       1.1879e-05,          0.02131,       0.0163,       0.0113,      0.00919,      0.00857,       0.0114,      0.00278,        0.0001787,       1.8744e-08,          0.01787,       0.0139,      0.00924,       0.0101,      0.00921,       0.0106,     0.000109
       588, 11311.003,     0.01,       0.00026502,       1.1731e-05,         0.026514,       0.0188,        0.013,      0.00915,      0.00899,       0.0125,      0.00276,       0.00017909,       3.4382e-08,         0.017909,       0.0139,      0.00926,       0.0101,      0.00923,       0.0106,     0.000146
       589, 11330.233,     0.01,       0.00019372,       6.2632e-06,         0.019378,       0.0153,       0.0107,      0.00902,      0.00863,       0.0109,      0.00201,       0.00017869,       4.1905e-08,         0.017869,       0.0139,      0.00925,       0.0101,      0.00918,       0.0106,     0.000166
       590, 11349.428,     0.01,       0.00020436,       1.0025e-05,         0.020446,        0.016,        0.011,      0.00904,      0.00849,       0.0111,      0.00255,       0.00017863,       4.8501e-08,         0.017863,       0.0139,      0.00923,       0.0101,      0.00919,       0.0106,     0.000176
       591, 11368.639,     0.01,       0.00020226,       1.0394e-05,         0.020236,       0.0158,       0.0107,       0.0091,      0.00877,       0.0111,      0.00259,       0.00017856,       5.3402e-08,         0.017856,       0.0139,      0.00923,       0.0101,      0.00922,       0.0106,     0.000186
       592, 11387.830,     0.01,       0.00023413,       1.2031e-05,         0.023425,       0.0172,        0.012,      0.00921,      0.00907,       0.0119,       0.0028,       0.00017866,       1.8695e-08,         0.017866,       0.0139,      0.00922,       0.0101,      0.00924,       0.0106,      0.00011
       593, 11407.047,     0.01,       0.00020269,       1.0744e-05,         0.020279,       0.0159,       0.0108,      0.00905,      0.00861,       0.0111,      0.00264,       0.00017879,        2.587e-08,         0.017879,       0.0139,      0.00922,       0.0101,      0.00922,       0.0106,     0.000129
       594, 11426.516,     0.01,       0.00020562,       1.1578e-05,         0.020574,        0.016,        0.011,       0.0091,      0.00868,       0.0112,      0.00274,       0.00017849,       4.5144e-08,         0.017849,       0.0139,      0.00921,       0.0101,      0.00924,       0.0106,     0.000168
       595, 11445.749,     0.01,       0.00023394,       7.6691e-06,         0.023402,       0.0171,       0.0118,      0.00972,      0.00905,       0.0119,      0.00223,       0.00017825,       1.8588e-08,         0.017825,       0.0139,      0.00921,       0.0101,      0.00922,       0.0106,      0.00011
       596, 11464.953,     0.01,       0.00022676,       8.0563e-06,         0.022684,       0.0171,       0.0116,      0.00908,      0.00884,       0.0117,      0.00229,       0.00017861,        3.337e-08,         0.017861,       0.0139,      0.00922,       0.0101,      0.00925,       0.0106,     0.000146
       597, 11484.171,     0.01,       0.00019135,       7.4639e-06,         0.019142,       0.0152,       0.0104,      0.00899,      0.00877,       0.0108,      0.00219,       0.00017829,       6.5034e-08,         0.017829,       0.0139,      0.00921,       0.0101,      0.00921,       0.0106,     0.000205
       598, 11503.338,     0.01,       0.00020441,       1.3957e-05,         0.020455,        0.016,       0.0109,       0.0091,      0.00865,       0.0111,      0.00301,       0.00017813,       1.8104e-08,         0.017813,       0.0139,      0.00919,       0.0101,      0.00922,       0.0106,     0.000109
       599, 11522.567,     0.01,        0.0002057,       9.2001e-06,          0.02058,       0.0161,       0.0109,      0.00907,      0.00856,       0.0112,      0.00244,       0.00017732,        1.937e-08,         0.017732,       0.0138,      0.00918,         0.01,       0.0092,       0.0106,     0.000111
       600, 11541.850,     0.01,       0.00026266,       1.0579e-05,         0.026277,       0.0182,       0.0129,      0.00918,       0.0101,       0.0126,      0.00261,       0.00017779,        5.129e-08,         0.017779,       0.0139,      0.00921,         0.01,       0.0092,       0.0106,      0.00018
       601, 11561.049,     0.01,       0.00021499,       1.1075e-05,          0.02151,       0.0165,       0.0112,      0.00915,      0.00867,       0.0114,      0.00268,       0.00017803,       4.2183e-08,         0.017803,       0.0139,      0.00921,       0.0101,      0.00921,       0.0106,     0.000159
       602, 11580.259,     0.01,       0.00021498,       5.3525e-06,         0.021504,       0.0165,       0.0115,      0.00906,      0.00851,       0.0114,      0.00186,       0.00017796,       4.8695e-08,         0.017796,       0.0139,      0.00921,       0.0101,      0.00923,       0.0106,     0.000178
       603, 11599.431,     0.01,       0.00020598,       1.2998e-05,         0.020611,       0.0162,       0.0111,      0.00898,      0.00818,       0.0111,       0.0029,       0.00017751,       2.1015e-08,         0.017751,       0.0139,       0.0092,         0.01,      0.00919,       0.0106,     0.000118
       604, 11618.627,     0.01,       0.00021206,       1.0404e-05,         0.021216,       0.0164,       0.0113,      0.00896,      0.00855,       0.0113,       0.0026,       0.00017729,       6.8245e-08,         0.017729,       0.0139,      0.00918,         0.01,      0.00919,       0.0106,      0.00021
       605, 11637.865,     0.01,       0.00020379,       8.2688e-06,         0.020388,        0.016,       0.0108,      0.00933,      0.00842,       0.0111,      0.00232,       0.00017748,       3.2035e-08,         0.017748,       0.0138,      0.00919,         0.01,      0.00919,       0.0106,     0.000144
       606, 11657.105,     0.01,       0.00021872,       9.8147e-06,         0.021881,       0.0165,       0.0113,      0.00919,      0.00902,       0.0115,      0.00252,       0.00017808,       3.1188e-08,         0.017808,       0.0139,      0.00919,       0.0101,       0.0092,       0.0106,     0.000142
       607, 11676.299,     0.01,       0.00023032,       7.8183e-06,          0.02304,       0.0171,       0.0118,      0.00904,      0.00914,       0.0118,      0.00225,       0.00017777,       2.0255e-08,         0.017777,       0.0139,      0.00919,       0.0101,      0.00921,       0.0106,     0.000113
       608, 11695.496,     0.01,       0.00021614,       1.2494e-05,         0.021627,       0.0165,       0.0112,      0.00919,       0.0089,       0.0114,      0.00285,       0.00017722,       2.7633e-08,         0.017722,       0.0139,      0.00918,         0.01,      0.00919,       0.0106,     0.000132
       609, 11714.669,     0.01,       0.00021422,       8.0787e-06,          0.02143,       0.0167,       0.0115,      0.00869,      0.00838,       0.0113,      0.00229,       0.00017704,        2.626e-08,         0.017704,       0.0138,      0.00918,         0.01,      0.00917,       0.0106,      0.00013
       610, 11733.841,     0.01,       0.00019674,       9.1755e-06,         0.019684,       0.0156,       0.0106,      0.00894,      0.00867,        0.011,      0.00244,       0.00017721,       1.9798e-08,         0.017721,       0.0138,      0.00917,         0.01,      0.00921,       0.0106,     0.000112
       611, 11753.043,     0.01,       0.00022529,       9.8358e-06,         0.022539,       0.0171,       0.0118,      0.00916,      0.00839,       0.0116,      0.00252,       0.00017724,        2.553e-08,         0.017724,       0.0138,      0.00917,       0.0101,      0.00921,       0.0106,     0.000127
       612, 11772.259,     0.01,       0.00020496,       5.8156e-06,         0.020502,       0.0161,       0.0111,      0.00897,      0.00837,       0.0111,      0.00194,       0.00017676,       2.5805e-08,         0.017676,       0.0138,      0.00915,       0.0101,      0.00915,       0.0106,     0.000126
       613, 11791.466,     0.01,       0.00020245,       7.5746e-06,         0.020252,        0.016,       0.0109,      0.00905,      0.00828,       0.0111,      0.00222,        0.0001762,       2.3405e-08,          0.01762,       0.0138,      0.00915,         0.01,      0.00917,       0.0105,      0.00012
       614, 11810.716,     0.01,        0.0002096,       6.2314e-06,         0.020967,       0.0163,       0.0112,      0.00903,      0.00841,       0.0112,      0.00201,       0.00017556,       1.8586e-08,         0.017556,       0.0138,      0.00914,         0.01,      0.00913,       0.0105,     0.000109
       615, 11830.133,     0.01,        0.0002091,       8.1832e-06,         0.020918,       0.0161,       0.0112,      0.00901,       0.0088,       0.0113,      0.00231,       0.00017577,       2.0068e-08,         0.017577,       0.0138,      0.00914,         0.01,      0.00914,       0.0105,     0.000113
       616, 11849.338,     0.01,        0.0002007,       8.2047e-06,         0.020078,       0.0158,       0.0108,      0.00905,      0.00846,        0.011,      0.00231,       0.00017553,       4.6815e-08,         0.017553,       0.0138,      0.00913,         0.01,      0.00913,       0.0105,     0.000172
       617, 11868.535,     0.01,       0.00021497,       1.1349e-05,         0.021508,       0.0164,       0.0115,      0.00903,      0.00861,       0.0114,      0.00272,       0.00017558,       4.4759e-08,         0.017558,       0.0138,      0.00914,         0.01,      0.00912,       0.0105,     0.000167
       618, 11887.730,     0.01,        0.0002042,       1.0438e-05,          0.02043,       0.0159,       0.0109,      0.00894,      0.00874,       0.0111,       0.0026,       0.00017546,       2.4154e-08,         0.017546,       0.0138,      0.00913,         0.01,      0.00915,       0.0105,     0.000126
       619, 11906.971,     0.01,       0.00020547,       5.9869e-06,         0.020553,       0.0161,        0.011,      0.00893,      0.00848,       0.0111,      0.00197,       0.00017526,       2.5307e-08,         0.017526,       0.0138,      0.00912,      0.00999,      0.00912,       0.0105,     0.000132
       620, 11926.174,     0.01,       0.00025979,       1.2506e-05,         0.025991,       0.0184,        0.013,      0.00917,      0.00903,       0.0124,      0.00285,       0.00017577,       2.0251e-08,         0.017577,       0.0138,      0.00914,         0.01,      0.00916,       0.0105,     0.000115
       621, 11945.358,     0.01,       0.00019406,        5.967e-06,         0.019412,       0.0153,       0.0106,      0.00915,      0.00846,       0.0109,      0.00197,         0.000176,        1.784e-08,           0.0176,       0.0138,      0.00913,         0.01,      0.00916,       0.0105,     0.000109
       622, 11964.580,     0.01,       0.00020652,       6.5619e-06,         0.020659,        0.016,       0.0109,      0.00915,      0.00881,       0.0112,      0.00206,       0.00017579,       2.0243e-08,         0.017579,       0.0138,      0.00913,       0.0101,      0.00914,       0.0105,     0.000116
       623, 11983.778,     0.01,       0.00020883,       7.7397e-06,          0.02089,       0.0162,        0.011,      0.00913,       0.0086,       0.0112,      0.00224,         0.000176,        1.907e-08,           0.0176,       0.0138,      0.00912,       0.0101,      0.00914,       0.0105,     0.000111
       624, 12003.000,     0.01,        0.0002058,       9.6145e-06,         0.020589,       0.0159,       0.0109,      0.00905,      0.00904,       0.0112,       0.0025,       0.00017606,       2.1412e-08,         0.017606,       0.0138,      0.00912,       0.0101,      0.00914,       0.0105,     0.000117
       625, 12022.178,     0.01,       0.00020941,       7.9543e-06,         0.020949,       0.0163,       0.0113,      0.00889,      0.00846,       0.0112,      0.00227,        0.0001754,       2.3325e-08,          0.01754,       0.0138,      0.00911,         0.01,      0.00913,       0.0105,     0.000124
       626, 12041.354,    0.005,       0.00015068,       1.4796e-06,         0.015069,       0.0137,       0.0092,      0.00791,      0.00742,      0.00957,     0.000978,       0.00017485,       2.0377e-08,         0.017486,       0.0137,      0.00909,         0.01,      0.00915,       0.0105,     0.000113
       627, 12060.594,    0.005,       0.00014913,       2.8702e-06,         0.014916,       0.0137,      0.00917,      0.00791,      0.00734,      0.00952,      0.00136,       0.00017426,        3.835e-08,         0.017426,       0.0137,      0.00907,      0.00999,      0.00913,       0.0105,     0.000156
       628, 12079.830,    0.005,       0.00014884,       3.4099e-06,         0.014888,       0.0137,       0.0092,       0.0079,      0.00727,      0.00951,      0.00148,       0.00017369,       2.6517e-08,         0.017369,       0.0137,      0.00906,      0.00997,      0.00909,       0.0105,     0.000129
       629, 12099.030,    0.005,       0.00015317,       6.8579e-06,         0.015324,       0.0138,      0.00932,      0.00808,      0.00744,      0.00966,      0.00211,       0.00017329,       1.8156e-08,         0.017329,       0.0137,      0.00905,      0.00996,      0.00908,       0.0104,      0.00011
       630, 12118.313,    0.005,       0.00015256,       4.3212e-06,          0.01526,       0.0138,      0.00927,      0.00793,      0.00743,      0.00962,      0.00168,       0.00017297,       1.9924e-08,         0.017297,       0.0137,      0.00904,      0.00993,      0.00909,       0.0104,     0.000114
       631, 12137.513,    0.005,       0.00015366,       3.2474e-06,         0.015369,       0.0138,      0.00923,      0.00809,      0.00757,      0.00968,      0.00145,       0.00017276,       1.9411e-08,         0.017276,       0.0137,      0.00903,      0.00992,      0.00908,       0.0104,     0.000115
       632, 12156.702,    0.005,       0.00015512,       5.4503e-06,         0.015518,       0.0139,      0.00939,      0.00806,       0.0075,      0.00971,      0.00187,       0.00017245,       3.5861e-08,         0.017245,       0.0137,      0.00902,      0.00992,      0.00907,       0.0104,     0.000152
       633, 12175.911,    0.005,       0.00015516,       3.8753e-06,          0.01552,       0.0139,      0.00933,      0.00805,      0.00762,      0.00972,      0.00159,       0.00017213,       2.0088e-08,         0.017213,       0.0137,      0.00902,      0.00992,      0.00905,       0.0104,     0.000113
       634, 12195.102,    0.005,       0.00015443,       3.4875e-06,         0.015446,        0.014,      0.00943,      0.00791,      0.00736,      0.00967,      0.00151,       0.00017201,       2.1311e-08,         0.017201,       0.0136,      0.00901,      0.00992,      0.00906,       0.0104,     0.000118
       635, 12214.292,    0.005,       0.00015579,       4.3491e-06,         0.015583,       0.0139,      0.00934,      0.00814,      0.00753,      0.00974,      0.00168,       0.00017171,       1.9728e-08,         0.017171,       0.0136,        0.009,      0.00992,      0.00904,       0.0104,     0.000112
       636, 12233.552,    0.005,       0.00015506,       3.5312e-06,         0.015509,       0.0139,      0.00932,      0.00809,      0.00763,      0.00972,      0.00151,       0.00017135,       1.9199e-08,         0.017135,       0.0136,      0.00899,       0.0099,      0.00904,       0.0104,     0.000111
       637, 12252.756,    0.005,       0.00016054,       4.5056e-06,         0.016058,       0.0142,      0.00951,       0.0082,      0.00762,      0.00988,      0.00171,       0.00017111,        1.772e-08,         0.017111,       0.0136,      0.00898,       0.0099,      0.00903,       0.0104,     0.000107
       638, 12271.965,    0.005,        0.0001622,       3.3966e-06,         0.016223,       0.0141,      0.00952,      0.00835,      0.00776,      0.00995,      0.00149,       0.00017119,       3.0055e-08,         0.017119,       0.0136,      0.00898,      0.00992,      0.00902,       0.0104,     0.000137
       639, 12291.196,    0.005,       0.00016551,       6.7126e-06,         0.016557,       0.0142,      0.00974,      0.00838,      0.00791,       0.0101,      0.00209,       0.00017085,       2.0006e-08,         0.017086,       0.0136,      0.00897,      0.00991,      0.00899,       0.0104,     0.000111
       640, 12310.393,    0.005,       0.00016628,       6.0957e-06,         0.016634,       0.0144,      0.00977,      0.00822,      0.00778,         0.01,      0.00199,       0.00017086,       2.0804e-08,         0.017086,       0.0136,      0.00897,      0.00991,      0.00901,       0.0104,     0.000113
       641, 12329.626,    0.005,       0.00015843,       4.2839e-06,         0.015848,       0.0141,      0.00954,      0.00807,      0.00751,       0.0098,      0.00167,       0.00017075,       2.1517e-08,         0.017075,       0.0136,      0.00897,      0.00991,      0.00901,       0.0104,     0.000116
       642, 12348.871,    0.005,       0.00015871,       4.8654e-06,         0.015876,       0.0142,      0.00962,      0.00808,      0.00732,       0.0098,      0.00178,       0.00017014,       2.2453e-08,         0.017014,       0.0136,      0.00895,      0.00987,      0.00899,       0.0104,     0.000119
       643, 12368.081,    0.005,       0.00016017,       3.2612e-06,          0.01602,       0.0142,       0.0096,      0.00812,      0.00758,      0.00986,      0.00146,       0.00017008,       2.3151e-08,         0.017008,       0.0136,      0.00895,      0.00986,      0.00901,       0.0104,     0.000121
